------------------------------------------------------------------------------
------------ AVIÓNICA COHETE SONDA ORIÓN UIS - Almacenamiento ----------------
Test: Cálculo altura - MS5611  |  Identificador: 02  |  Etapa de sensado
Autores: Juan Martin Vivas Camargo  |  Santiago Hernández Rincón
------------------------------------------------------------------------------
Contador -> Contador identificador.
Anterior -> Tiempo de muestra anterior.
Actual -> Tiempo de muestra actual.
Intervalo -> Intervalo - diferencia entre muestras.
Temperatura -> Lectura de Temperatura.
Presión -> Lectura de Presión.
Altura -> Lectura de Altura.
------------------------------------------------------------------------------------------------------
Contador________Anterior________Actual__________Intervalo_______Temperatura_____Presión_________Altura
------------------------------------------------------------------------------------------------------
0;		0;		6703;		6703;		19.64;		757.43;		-0.93
3050;		139966;		140009;		43;		19.72;		757.37;		-0.26
3051;		140009;		140074;		65;		19.72;		757.37;		-0.26
3052;		140074;		140117;		43;		19.72;		757.37;		-0.26
3053;		140117;		140160;		43;		19.72;		757.37;		-0.26
3054;		140160;		140203;		43;		19.72;		757.37;		-0.26
3055;		140203;		140258;		55;		19.72;		757.26;		0.96
3056;		140258;		140301;		43;		19.72;		757.37;		-0.26
3057;		140301;		140344;		43;		19.72;		757.37;		-0.26
3058;		140344;		140387;		43;		19.72;		757.37;		-0.26
3059;		140387;		140430;		43;		19.72;		757.37;		-0.26
3060;		140430;		140499;		69;		19.72;		757.26;		0.96
3061;		140499;		140542;		43;		19.72;		757.37;		-0.26
3062;		140542;		140585;		43;		19.72;		757.37;		-0.26
3063;		140585;		140628;		43;		19.72;		757.37;		-0.26
3064;		140628;		140671;		43;		19.72;		757.37;		-0.26
3065;		140671;		140714;		43;		19.72;		757.37;		-0.26
3066;		140714;		140757;		43;		19.72;		757.37;		-0.26
3067;		140757;		140800;		43;		19.72;		757.37;		-0.26
3068;		140800;		140843;		43;		19.71;		757.22;		1.41
3069;		140843;		140886;		43;		19.72;		757.37;		-0.26
3070;		140886;		140963;		77;		19.72;		757.37;		-0.26
3071;		140963;		141006;		43;		19.72;		757.37;		-0.26
3072;		141006;		141061;		55;		19.72;		757.26;		0.96
3073;		141061;		141104;		43;		19.71;		757.22;		1.41
3074;		141104;		141147;		43;		19.72;		757.37;		-0.26
3075;		141147;		141190;		43;		19.72;		757.37;		-0.26
3076;		141190;		141251;		61;		19.72;		757.37;		-0.26
3077;		141251;		141294;		43;		19.71;		757.33;		0.18
3078;		141294;		141337;		43;		19.71;		757.22;		1.41
3079;		141337;		141388;		51;		19.72;		757.37;		-0.26
3080;		141388;		141431;		43;		19.72;		757.26;		0.96
3081;		141431;		141474;		43;		19.72;		757.37;		-0.26
3082;		141474;		141517;		43;		19.71;		757.22;		1.41
3083;		141517;		141560;		43;		19.72;		757.48;		-1.49
3084;		141560;		141603;		43;		19.72;		757.37;		-0.26
3085;		141603;		141646;		43;		19.72;		757.37;		-0.26
3086;		141646;		141689;		43;		19.72;		757.37;		-0.26
3087;		141689;		141732;		43;		19.72;		757.37;		-0.26
3088;		141732;		141775;		43;		19.72;		757.26;		0.96
3089;		141775;		141837;		62;		19.72;		757.26;		0.96
3090;		141837;		141880;		43;		19.72;		757.26;		0.96
3091;		141880;		141923;		43;		19.72;		757.37;		-0.26
3092;		141923;		141966;		43;		19.72;		757.37;		-0.26
3093;		141966;		142026;		60;		19.72;		757.37;		-0.26
3094;		142026;		142069;		43;		19.72;		757.37;		-0.26
3095;		142069;		142112;		43;		19.72;		757.37;		-0.26
3096;		142112;		142155;		43;		19.72;		757.37;		-0.26
3097;		142155;		142198;		43;		19.72;		757.37;		-0.26
3098;		142198;		142249;		51;		19.72;		757.37;		-0.26
3099;		142249;		142292;		43;		19.72;		757.37;		-0.26
3100;		142292;		142335;		43;		19.71;		757.33;		0.18
3101;		142335;		142378;		43;		19.72;		757.37;		-0.26
3102;		142378;		142421;		43;		19.72;		757.26;		0.96
3103;		142421;		142464;		43;		19.72;		757.26;		0.96
3104;		142464;		142507;		43;		19.72;		757.48;		-1.49
3105;		142507;		142550;		43;		19.72;		757.37;		-0.26
3106;		142550;		142593;		43;		19.72;		757.37;		-0.26
3107;		142593;		142647;		54;		19.72;		757.37;		-0.26
3108;		142647;		142698;		51;		19.72;		757.37;		-0.26
3109;		142698;		142759;		61;		19.72;		757.37;		-0.26
3110;		142759;		142802;		43;		19.72;		757.26;		0.96
3111;		142802;		142845;		43;		19.71;		757.33;		0.18
3112;		142845;		142888;		43;		19.72;		757.37;		-0.26
3113;		142888;		142931;		43;		19.72;		757.37;		-0.26
3114;		142931;		142974;		43;		19.72;		757.48;		-1.49
3115;		142974;		143017;		43;		19.72;		757.37;		-0.26
3116;		143017;		143060;		43;		19.72;		757.37;		-0.26
3117;		143060;		143111;		51;		19.72;		757.37;		-0.26
3118;		143111;		143154;		43;		19.72;		757.26;		0.96
3119;		143154;		143197;		43;		19.72;		757.37;		-0.26
3120;		143197;		143240;		43;		19.72;		757.37;		-0.26
3121;		143240;		143283;		43;		19.72;		757.26;		0.96
3122;		143283;		143326;		43;		19.72;		757.26;		0.96
3123;		143326;		143369;		43;		19.72;		757.37;		-0.26
3124;		143369;		143423;		54;		19.72;		757.37;		-0.26
3125;		143423;		143466;		43;		19.72;		757.37;		-0.26
3126;		143466;		143526;		60;		19.72;		757.37;		-0.26
3127;		143526;		143577;		51;		19.72;		757.48;		-1.49
3128;		143577;		143620;		43;		19.72;		757.26;		0.96
3129;		143620;		143663;		43;		19.72;		757.48;		-1.49
3130;		143663;		143706;		43;		19.72;		757.37;		-0.26
3131;		143706;		143749;		43;		19.72;		757.48;		-1.49
3132;		143749;		143792;		43;		19.72;		757.26;		0.96
3133;		143792;		143835;		43;		19.72;		757.37;		-0.26
3134;		143835;		143878;		43;		19.72;		757.37;		-0.26
3135;		143878;		143921;		43;		19.72;		757.26;		0.96
3136;		143921;		143964;		43;		19.72;		757.37;		-0.26
3137;		143964;		144003;		39;		19.72;		757.37;		-0.26
3138;		144003;		144046;		43;		19.72;		757.37;		-0.26
3139;		144046;		144089;		43;		19.72;		757.37;		-0.26
3140;		144089;		144132;		43;		19.72;		757.26;		0.96
3141;		144132;		144187;		55;		19.72;		757.26;		0.96
3142;		144187;		144230;		43;		19.72;		757.26;		0.96
3143;		144230;		144291;		61;		19.72;		757.37;		-0.26
3144;		144291;		144334;		43;		19.72;		757.37;		-0.26
3145;		144334;		144377;		43;		19.72;		757.37;		-0.26
3146;		144377;		144428;		51;		19.72;		757.26;		0.96
3147;		144428;		144471;		43;		19.74;		757.40;		-0.60
3148;		144471;		144514;		43;		19.72;		757.37;		-0.26
3149;		144514;		144557;		43;		19.74;		757.29;		0.63
3150;		144557;		144600;		43;		19.72;		757.37;		-0.26
3151;		144600;		144643;		43;		19.72;		757.37;		-0.26
3152;		144643;		144686;		43;		19.72;		757.26;		0.96
3153;		144686;		144729;		43;		19.74;		757.29;		0.63
3154;		144729;		144772;		43;		19.72;		757.26;		0.96
3155;		144772;		144815;		43;		19.72;		757.26;		0.96
3156;		144815;		144866;		51;		19.72;		757.37;		-0.26
3157;		144866;		144909;		43;		19.72;		757.37;		-0.26
3158;		144909;		144963;		54;		19.72;		757.37;		-0.26
3159;		144963;		145024;		61;		19.72;		757.37;		-0.26
3160;		145024;		145067;		43;		19.74;		757.29;		0.63
3161;		145067;		145110;		43;		19.72;		757.26;		0.96
3162;		145110;		145153;		43;		19.72;		757.37;		-0.26
3163;		145153;		145196;		43;		19.72;		757.26;		0.96
3164;		145196;		145239;		43;		19.72;		757.37;		-0.26
3165;		145239;		145289;		50;		19.74;		757.29;		0.63
3166;		145289;		145332;		43;		19.72;		757.37;		-0.26
3167;		145332;		145375;		43;		19.72;		757.37;		-0.26
3168;		145375;		145418;		43;		19.72;		757.26;		0.96
3169;		145418;		145461;		43;		19.72;		757.37;		-0.26
3170;		145461;		145504;		43;		19.74;		757.40;		-0.60
3171;		145504;		145547;		43;		19.72;		757.37;		-0.26
3172;		145547;		145590;		43;		19.72;		757.37;		-0.26
3173;		145590;		145633;		43;		19.72;		757.26;		0.96
3174;		145633;		145676;		43;		19.72;		757.37;		-0.26
3175;		145676;		145727;		51;		19.72;		757.37;		-0.26
3176;		145727;		145798;		71;		19.72;		757.26;		0.96
3177;		145798;		145841;		43;		19.72;		757.26;		0.96
3178;		145841;		145884;		43;		19.72;		757.37;		-0.26
3179;		145884;		145927;		43;		19.72;		757.37;		-0.26
3180;		145927;		145970;		43;		19.72;		757.37;		-0.26
3181;		145970;		146013;		43;		19.72;		757.37;		-0.26
3182;		146013;		146056;		43;		19.72;		757.37;		-0.26
3183;		146056;		146099;		43;		19.72;		757.37;		-0.26
3184;		146099;		146150;		51;		19.72;		757.37;		-0.26
3185;		146150;		146193;		43;		19.74;		757.29;		0.63
3186;		146193;		146236;		43;		19.74;		757.40;		-0.60
3187;		146236;		146279;		43;		19.74;		757.40;		-0.60
3188;		146279;		146322;		43;		19.74;		757.40;		-0.60
3189;		146322;		146365;		43;		19.72;		757.26;		0.96
3190;		146365;		146408;		43;		19.74;		757.40;		-0.60
3191;		146408;		146451;		43;		19.72;		757.37;		-0.26
3192;		146451;		146512;		61;		19.72;		757.26;		0.96
3193;		146512;		146566;		54;		19.74;		757.29;		0.63
3194;		146566;		146617;		51;		19.72;		757.37;		-0.26
3195;		146617;		146660;		43;		19.72;		757.26;		0.96
3196;		146660;		146703;		43;		19.72;		757.26;		0.96
3197;		146703;		146746;		43;		19.72;		757.37;		-0.26
3198;		146746;		146789;		43;		19.72;		757.37;		-0.26
3199;		146789;		146832;		43;		19.72;		757.37;		-0.26
3200;		146832;		146875;		43;		19.72;		757.37;		-0.26
3201;		146875;		146918;		43;		19.72;		757.37;		-0.26
3202;		146918;		146961;		43;		19.72;		757.37;		-0.26
3203;		146961;		147012;		51;		19.72;		757.26;		0.96
3204;		147012;		147055;		43;		19.74;		757.29;		0.63
3205;		147055;		147098;		43;		19.74;		757.40;		-0.60
3206;		147098;		147141;		43;		19.72;		757.37;		-0.26
3207;		147141;		147184;		43;		19.72;		757.26;		0.96
3208;		147184;		147227;		43;		19.72;		757.37;		-0.26
3209;		147227;		147288;		61;		19.72;		757.48;		-1.49
3210;		147288;		147343;		55;		19.72;		757.26;		0.96
3211;		147343;		147386;		43;		19.72;		757.37;		-0.26
3212;		147386;		147429;		43;		19.72;		757.37;		-0.26
3213;		147429;		147480;		51;		19.72;		757.37;		-0.26
3214;		147480;		147523;		43;		19.72;		757.26;		0.96
3215;		147523;		147566;		43;		19.72;		757.26;		0.96
3216;		147566;		147609;		43;		19.72;		757.37;		-0.26
3217;		147609;		147652;		43;		19.72;		757.37;		-0.26
3218;		147652;		147695;		43;		19.72;		757.26;		0.96
3219;		147695;		147738;		43;		19.72;		757.37;		-0.26
3220;		147738;		147781;		43;		19.72;		757.37;		-0.26
3221;		147781;		147824;		43;		19.72;		757.37;		-0.26
3222;		147824;		147875;		51;		19.72;		757.37;		-0.26
3223;		147875;		147918;		43;		19.72;		757.37;		-0.26
3224;		147918;		147961;		43;		19.72;		757.37;		-0.26
3225;		147961;		148039;		78;		19.72;		757.37;		-0.26
3226;		148039;		148082;		43;		19.72;		757.37;		-0.26
3227;		148082;		148137;		55;		19.72;		757.26;		0.96
3228;		148137;		148180;		43;		19.72;		757.26;		0.96
3229;		148180;		148223;		43;		19.72;		757.37;		-0.26
3230;		148223;		148266;		43;		19.72;		757.26;		0.96
3231;		148266;		148309;		43;		19.72;		757.37;		-0.26
3232;		148309;		148360;		51;		19.72;		757.37;		-0.26
3233;		148360;		148403;		43;		19.72;		757.37;		-0.26
3234;		148403;		148446;		43;		19.72;		757.37;		-0.26
3235;		148446;		148489;		43;		19.72;		757.37;		-0.26
3236;		148489;		148532;		43;		19.72;		757.26;		0.96
3237;		148532;		148575;		43;		19.72;		757.37;		-0.26
3238;		148575;		148618;		43;		19.72;		757.37;		-0.26
3239;		148618;		148661;		43;		19.72;		757.48;		-1.49
3240;		148661;		148704;		43;		19.72;		757.37;		-0.26
3241;		148704;		148755;		51;		19.72;		757.37;		-0.26
3242;		148755;		148816;		61;		19.72;		757.37;		-0.26
3243;		148816;		148859;		43;		19.72;		757.37;		-0.26
3244;		148859;		148913;		54;		19.72;		757.37;		-0.26
3245;		148913;		148956;		43;		19.72;		757.48;		-1.49
3246;		148956;		148999;		43;		19.72;		757.37;		-0.26
3247;		148999;		149042;		43;		19.72;		757.26;		0.96
3248;		149042;		149085;		43;		19.74;		757.40;		-0.60
3249;		149085;		149128;		43;		19.72;		757.37;		-0.26
3250;		149128;		149171;		43;		19.72;		757.37;		-0.26
3251;		149171;		149222;		51;		19.72;		757.48;		-1.49
3252;		149222;		149265;		43;		19.74;		757.40;		-0.60
3253;		149265;		149308;		43;		19.72;		757.37;		-0.26
3254;		149308;		149351;		43;		19.72;		757.37;		-0.26
3255;		149351;		149394;		43;		19.72;		757.48;		-1.49
3256;		149394;		149437;		43;		19.72;		757.37;		-0.26
3257;		149437;		149480;		43;		19.72;		757.37;		-0.26
3258;		149480;		149540;		60;		19.72;		757.37;		-0.26
3259;		149540;		149583;		43;		19.72;		757.37;		-0.26
3260;		149583;		149634;		51;		19.72;		757.37;		-0.26
3261;		149634;		149689;		55;		19.72;		757.26;		0.96
3262;		149689;		149732;		43;		19.72;		757.37;		-0.26
3263;		149732;		149775;		43;		19.72;		757.26;		0.96
3264;		149775;		149818;		43;		19.72;		757.37;		-0.26
3265;		149818;		149861;		43;		19.72;		757.37;		-0.26
3266;		149861;		149904;		43;		19.72;		757.37;		-0.26
3267;		149904;		149947;		43;		19.72;		757.37;		-0.26
3268;		149947;		149990;		43;		19.72;		757.37;		-0.26
3269;		149990;		150033;		43;		19.74;		757.40;		-0.60
3270;		150033;		150111;		78;		19.72;		757.26;		0.96
3271;		150111;		150154;		43;		19.72;		757.37;		-0.26
3272;		150154;		150197;		43;		19.72;		757.37;		-0.26
3273;		150197;		150240;		43;		19.72;		757.37;		-0.26
3274;		150240;		150283;		43;		19.72;		757.26;		0.96
3275;		150283;		150344;		61;		19.72;		757.37;		-0.26
3276;		150344;		150387;		43;		19.72;		757.26;		0.96
3277;		150387;		150430;		43;		19.72;		757.37;		-0.26
3278;		150430;		150485;		55;		19.72;		757.37;		-0.26
3279;		150485;		150536;		51;		19.72;		757.48;		-1.49
3280;		150536;		150579;		43;		19.72;		757.37;		-0.26
3281;		150579;		150622;		43;		19.72;		757.26;		0.96
3282;		150622;		150665;		43;		19.72;		757.37;		-0.26
3283;		150665;		150708;		43;		19.72;		757.37;		-0.26
3284;		150708;		150751;		43;		19.72;		757.37;		-0.26
3285;		150751;		150794;		43;		19.72;		757.37;		-0.26
3286;		150794;		150837;		43;		19.72;		757.26;		0.96
3287;		150837;		150880;		43;		19.72;		757.37;		-0.26
3288;		150880;		150923;		43;		19.72;		757.37;		-0.26
3289;		150923;		150974;		51;		19.72;		757.37;		-0.26
3290;		150974;		151017;		43;		19.72;		757.37;		-0.26
3291;		151017;		151078;		61;		19.72;		757.37;		-0.26
3292;		151078;		151121;		43;		19.72;		757.26;		0.96
3293;		151121;		151164;		43;		19.72;		757.37;		-0.26
3294;		151164;		151207;		43;		19.72;		757.37;		-0.26
3295;		151207;		151262;		55;		19.72;		757.37;		-0.26
3296;		151262;		151305;		43;		19.72;		757.37;		-0.26
3297;		151305;		151348;		43;		19.72;		757.26;		0.96
3298;		151348;		151391;		43;		19.72;		757.37;		-0.26
3299;		151391;		151430;		39;		19.72;		757.37;		-0.26
3300;		151430;		151473;		43;		19.72;		757.37;		-0.26
3301;		151473;		151516;		43;		19.72;		757.37;		-0.26
3302;		151516;		151559;		43;		19.72;		757.37;		-0.26
3303;		151559;		151602;		43;		19.72;		757.37;		-0.26
3304;		151602;		151645;		43;		19.72;		757.37;		-0.26
3305;		151645;		151688;		43;		19.72;		757.37;		-0.26
3306;		151688;		151731;		43;		19.72;		757.37;		-0.26
3307;		151731;		151774;		43;		19.72;		757.37;		-0.26
3308;		151774;		151843;		69;		19.72;		757.37;		-0.26
3309;		151843;		151886;		43;		19.72;		757.37;		-0.26
3310;		151886;		151929;		43;		19.72;		757.37;		-0.26
3311;		151929;		151972;		43;		19.72;		757.37;		-0.26
3312;		151972;		152015;		43;		19.72;		757.48;		-1.49
3313;		152015;		152070;		55;		19.72;		757.37;		-0.26
3314;		152070;		152113;		43;		19.72;		757.26;		0.96
3315;		152113;		152156;		43;		19.72;		757.37;		-0.26
3316;		152156;		152199;		43;		19.72;		757.26;		0.96
3317;		152199;		152242;		43;		19.72;		757.37;		-0.26
3318;		152242;		152281;		39;		19.72;		757.37;		-0.26
3319;		152281;		152324;		43;		19.72;		757.37;		-0.26
3320;		152324;		152367;		43;		19.72;		757.37;		-0.26
3321;		152367;		152410;		43;		19.72;		757.37;		-0.26
3322;		152410;		152453;		43;		19.72;		757.37;		-0.26
3323;		152453;		152496;		43;		19.72;		757.37;		-0.26
3324;		152496;		152539;		43;		19.72;		757.37;		-0.26
3325;		152539;		152599;		60;		19.72;		757.48;		-1.49
3326;		152599;		152642;		43;		19.72;		757.48;		-1.49
3327;		152642;		152693;		51;		19.72;		757.37;		-0.26
3328;		152693;		152736;		43;		19.72;		757.37;		-0.26
3329;		152736;		152779;		43;		19.72;		757.37;		-0.26
3330;		152779;		152834;		55;		19.72;		757.37;		-0.26
3331;		152834;		152877;		43;		19.72;		757.37;		-0.26
3332;		152877;		152920;		43;		19.72;		757.37;		-0.26
3333;		152920;		152963;		43;		19.72;		757.26;		0.96
3334;		152963;		153006;		43;		19.72;		757.37;		-0.26
3335;		153006;		153049;		43;		19.72;		757.37;		-0.26
3336;		153049;		153100;		51;		19.72;		757.37;		-0.26
3337;		153100;		153143;		43;		19.72;		757.37;		-0.26
3338;		153143;		153186;		43;		19.72;		757.37;		-0.26
3339;		153186;		153229;		43;		19.72;		757.37;		-0.26
3340;		153229;		153272;		43;		19.72;		757.26;		0.96
3341;		153272;		153315;		43;		19.72;		757.37;		-0.26
3342;		153315;		153376;		61;		19.72;		757.26;		0.96
3343;		153376;		153419;		43;		19.72;		757.37;		-0.26
3344;		153419;		153462;		43;		19.72;		757.37;		-0.26
3345;		153462;		153505;		43;		19.72;		757.26;		0.96
3346;		153505;		153569;		64;		19.72;		757.37;		-0.26
3347;		153569;		153623;		54;		19.72;		757.37;		-0.26
3348;		153623;		153666;		43;		19.72;		757.37;		-0.26
3349;		153666;		153709;		43;		19.72;		757.37;		-0.26
3350;		153709;		153752;		43;		19.72;		757.26;		0.96
3351;		153752;		153795;		43;		19.72;		757.37;		-0.26
3352;		153795;		153838;		43;		19.72;		757.37;		-0.26
3353;		153838;		153881;		43;		19.72;		757.37;		-0.26
3354;		153881;		153924;		43;		19.72;		757.37;		-0.26
3355;		153924;		153967;		43;		19.72;		757.37;		-0.26
3356;		153967;		154018;		51;		19.72;		757.37;		-0.26
3357;		154018;		154061;		43;		19.72;		757.26;		0.96
3358;		154061;		154121;		60;		19.72;		757.37;		-0.26
3359;		154121;		154164;		43;		19.72;		757.26;		0.96
3360;		154164;		154207;		43;		19.72;		757.48;		-1.49
3361;		154207;		154250;		43;		19.72;		757.37;		-0.26
3362;		154250;		154293;		43;		19.72;		757.37;		-0.26
3363;		154293;		154336;		43;		19.72;		757.37;		-0.26
3364;		154336;		154379;		43;		19.74;		757.40;		-0.60
3365;		154379;		154441;		62;		19.72;		757.37;		-0.26
3366;		154441;		154484;		43;		19.72;		757.37;		-0.26
3367;		154484;		154527;		43;		19.72;		757.37;		-0.26
3368;		154527;		154570;		43;		19.72;		757.37;		-0.26
3369;		154570;		154613;		43;		19.72;		757.37;		-0.26
3370;		154613;		154656;		43;		19.72;		757.37;		-0.26
3371;		154656;		154699;		43;		19.72;		757.37;		-0.26
3372;		154699;		154742;		43;		19.72;		757.37;		-0.26
3373;		154742;		154785;		43;		19.72;		757.37;		-0.26
3374;		154785;		154828;		43;		19.74;		757.40;		-0.60
3375;		154828;		154897;		69;		19.74;		757.40;		-0.60
3376;		154897;		154940;		43;		19.72;		757.37;		-0.26
3377;		154940;		154983;		43;		19.74;		757.29;		0.63
3378;		154983;		155026;		43;		19.72;		757.37;		-0.26
3379;		155026;		155069;		43;		19.72;		757.26;		0.96
3380;		155069;		155112;		43;		19.72;		757.37;		-0.26
3381;		155112;		155155;		43;		19.72;		757.37;		-0.26
3382;		155155;		155209;		54;		19.72;		757.48;		-1.49
3383;		155209;		155252;		43;		19.72;		757.37;		-0.26
3384;		155252;		155303;		51;		19.72;		757.26;		0.96
3385;		155303;		155346;		43;		19.72;		757.37;		-0.26
3386;		155346;		155389;		43;		19.72;		757.37;		-0.26
3387;		155389;		155432;		43;		19.74;		757.40;		-0.60
3388;		155432;		155475;		43;		19.72;		757.37;		-0.26
3389;		155475;		155518;		43;		19.72;		757.26;		0.96
3390;		155518;		155561;		43;		19.72;		757.37;		-0.26
3391;		155561;		155622;		61;		19.72;		757.37;		-0.26
3392;		155622;		155665;		43;		19.72;		757.37;		-0.26
3393;		155665;		155708;		43;		19.72;		757.37;		-0.26
3394;		155708;		155759;		51;		19.74;		757.40;		-0.60
3395;		155759;		155802;		43;		19.72;		757.37;		-0.26
3396;		155802;		155845;		43;		19.72;		757.37;		-0.26
3397;		155845;		155888;		43;		19.72;		757.37;		-0.26
3398;		155888;		155931;		43;		19.72;		757.48;		-1.49
3399;		155931;		155986;		55;		19.72;		757.26;		0.96
3400;		155986;		156029;		43;		19.72;		757.37;		-0.26
3401;		156029;		156072;		43;		19.74;		757.29;		0.63
3402;		156072;		156115;		43;		19.72;		757.26;		0.96
3403;		156115;		156166;		51;		19.74;		757.40;		-0.60
3404;		156166;		156209;		43;		19.74;		757.40;		-0.60
3405;		156209;		156252;		43;		19.72;		757.37;		-0.26
3406;		156252;		156295;		43;		19.74;		757.40;		-0.60
3407;		156295;		156338;		43;		19.74;		757.29;		0.63
3408;		156338;		156415;		77;		19.72;		757.37;		-0.26
3409;		156415;		156458;		43;		19.72;		757.37;		-0.26
3410;		156458;		156501;		43;		19.72;		757.37;		-0.26
3411;		156501;		156544;		43;		19.72;		757.37;		-0.26
3412;		156544;		156587;		43;		19.72;		757.37;		-0.26
3413;		156587;		156638;		51;		19.72;		757.26;		0.96
3414;		156638;		156681;		43;		19.72;		757.37;		-0.26
3415;		156681;		156724;		43;		19.72;		757.26;		0.96
3416;		156724;		156779;		55;		19.74;		757.40;		-0.60
3417;		156779;		156822;		43;		19.72;		757.37;		-0.26
3418;		156822;		156865;		43;		19.72;		757.26;		0.96
3419;		156865;		156908;		43;		19.72;		757.48;		-1.49
3420;		156908;		156951;		43;		19.72;		757.26;		0.96
3421;		156951;		156994;		43;		19.72;		757.37;		-0.26
3422;		156994;		157045;		51;		19.72;		757.37;		-0.26
3423;		157045;		157088;		43;		19.74;		757.40;		-0.60
3424;		157088;		157148;		60;		19.72;		757.37;		-0.26
3425;		157148;		157191;		43;		19.72;		757.37;		-0.26
3426;		157191;		157234;		43;		19.72;		757.37;		-0.26
3427;		157234;		157277;		43;		19.72;		757.26;		0.96
3428;		157277;		157320;		43;		19.74;		757.40;		-0.60
3429;		157320;		157363;		43;		19.72;		757.37;		-0.26
3430;		157363;		157406;		43;		19.72;		757.26;		0.96
3431;		157406;		157449;		43;		19.72;		757.37;		-0.26
3432;		157449;		157500;		51;		19.72;		757.26;		0.96
3433;		157500;		157555;		55;		19.72;		757.37;		-0.26
3434;		157555;		157598;		43;		19.72;		757.26;		0.96
3435;		157598;		157641;		43;		19.72;		757.26;		0.96
3436;		157641;		157684;		43;		19.72;		757.26;		0.96
3437;		157684;		157727;		43;		19.72;		757.37;		-0.26
3438;		157727;		157770;		43;		19.72;		757.37;		-0.26
3439;		157770;		157813;		43;		19.72;		757.37;		-0.26
3440;		157813;		157856;		43;		19.72;		757.37;		-0.26
3441;		157856;		157925;		69;		19.74;		757.40;		-0.60
3442;		157925;		157968;		43;		19.72;		757.37;		-0.26
3443;		157968;		158011;		43;		19.72;		757.37;		-0.26
