0;	0;	6706;	6706;	21.01;	755.68;	0.68
3071;	140160;	140203;	43;	22.17;	755.43;	3.47
3072;	140203;	140246;	43;	22.17;	755.32;	4.69
3073;	140246;	140289;	43;	22.17;	755.32;	4.69
3074;	140289;	140332;	43;	22.17;	755.43;	3.47
3075;	140332;	140383;	51;	22.17;	755.43;	3.47
3076;	140383;	140426;	43;	22.17;	755.43;	3.47
3077;	140426;	140469;	43;	22.16;	755.40;	3.80
3078;	140469;	140512;	43;	22.17;	755.43;	3.47
3079;	140512;	140572;	60;	22.16;	755.40;	3.80
3080;	140572;	140615;	43;	22.17;	755.43;	3.47
3081;	140615;	140658;	43;	22.17;	755.54;	2.24
3082;	140658;	140701;	43;	22.17;	755.43;	3.47
3083;	140701;	140755;	54;	22.16;	755.28;	5.14
3084;	140755;	140798;	43;	22.17;	755.54;	2.24
3085;	140798;	140841;	43;	22.17;	755.54;	2.24
3086;	140841;	140892;	51;	22.16;	755.51;	2.57
3087;	140892;	140935;	43;	22.17;	755.43;	3.47
3088;	140935;	140978;	43;	22.16;	755.40;	3.80
3089;	140978;	141021;	43;	22.16;	755.40;	3.80
3090;	141021;	141064;	43;	22.16;	755.40;	3.80
3091;	141064;	141107;	43;	22.16;	755.51;	2.57
3092;	141107;	141150;	43;	22.16;	755.40;	3.80
3093;	141150;	141193;	43;	22.16;	755.40;	3.80
3094;	141193;	141236;	43;	22.16;	755.40;	3.80
3095;	141236;	141297;	61;	22.16;	755.40;	3.80
3096;	141297;	141340;	43;	22.14;	755.36;	4.25
3097;	141340;	141391;	51;	22.16;	755.40;	3.80
3098;	141391;	141434;	43;	22.16;	755.40;	3.80
3099;	141434;	141477;	43;	22.16;	755.40;	3.80
3100;	141477;	141532;	55;	22.14;	755.36;	4.25
3101;	141532;	141575;	43;	22.16;	755.51;	2.57
3102;	141575;	141618;	43;	22.16;	755.51;	2.57
3103;	141618;	141661;	43;	22.16;	755.40;	3.80
3104;	141661;	141704;	43;	22.16;	755.40;	3.80
3105;	141704;	141747;	43;	22.16;	755.40;	3.80
3106;	141747;	141790;	43;	22.14;	755.48;	2.91
3107;	141790;	141833;	43;	22.14;	755.36;	4.25
3108;	141833;	141884;	51;	22.14;	755.48;	2.91
3109;	141884;	141927;	43;	22.14;	755.48;	2.91
3110;	141927;	141970;	43;	22.14;	755.48;	2.91
3111;	141970;	142013;	43;	22.14;	755.36;	4.25
3112;	142013;	142073;	60;	22.14;	755.48;	2.91
3113;	142073;	142116;	43;	22.12;	755.44;	3.35
3114;	142116;	142159;	43;	22.12;	755.44;	3.35
3115;	142159;	142202;	43;	22.12;	755.44;	3.35
3116;	142202;	142245;	43;	22.12;	755.44;	3.35
3117;	142245;	142300;	55;	22.12;	755.44;	3.35
3118;	142300;	142343;	43;	22.12;	755.44;	3.35
3119;	142343;	142394;	51;	22.10;	755.41;	3.69
3120;	142394;	142437;	43;	22.12;	755.44;	3.35
3121;	142437;	142480;	43;	22.12;	755.44;	3.35
3122;	142480;	142523;	43;	22.12;	755.44;	3.35
3123;	142523;	142566;	43;	22.10;	755.41;	3.69
3124;	142566;	142609;	43;	22.12;	755.44;	3.35
3125;	142609;	142652;	43;	22.10;	755.52;	2.46
3126;	142652;	142695;	43;	22.10;	755.52;	2.46
3127;	142695;	142738;	43;	22.10;	755.41;	3.69
3128;	142738;	142798;	60;	22.10;	755.41;	3.69
3129;	142798;	142849;	51;	22.10;	755.41;	3.69
3130;	142849;	142892;	43;	22.10;	755.41;	3.69
3131;	142892;	142935;	43;	22.10;	755.52;	2.46
3132;	142935;	142978;	43;	22.10;	755.52;	2.46
3133;	142978;	143021;	43;	22.09;	755.49;	2.80
3134;	143021;	143076;	55;	22.10;	755.41;	3.69
3135;	143076;	143119;	43;	22.09;	755.49;	2.80
3136;	143119;	143162;	43;	22.10;	755.52;	2.46
3137;	143162;	143205;	43;	22.09;	755.49;	2.80
3138;	143205;	143248;	43;	22.09;	755.60;	1.57
3139;	143248;	143291;	43;	22.09;	755.38;	4.02
3140;	143291;	143373;	82;	22.09;	755.49;	2.80
3141;	143373;	143416;	43;	22.09;	755.49;	2.80
3142;	143416;	143459;	43;	22.09;	755.49;	2.80
3143;	143459;	143502;	43;	22.09;	755.38;	4.02
3144;	143502;	143545;	43;	22.09;	755.38;	4.02
3145;	143545;	143606;	61;	22.09;	755.60;	1.57
3146;	143606;	143649;	43;	22.07;	755.46;	3.13
3147;	143649;	143692;	43;	22.09;	755.49;	2.80
3148;	143692;	143735;	43;	22.07;	755.57;	1.90
3149;	143735;	143778;	43;	22.09;	755.49;	2.80
3150;	143778;	143821;	43;	22.07;	755.57;	1.90
3151;	143821;	143884;	63;	22.09;	755.49;	2.80
3152;	143884;	143927;	43;	22.07;	755.46;	3.13
3153;	143927;	143970;	43;	22.07;	755.46;	3.13
3154;	143970;	144013;	43;	22.07;	755.46;	3.13
3155;	144013;	144056;	43;	22.07;	755.57;	1.90
3156;	144056;	144099;	43;	22.09;	755.60;	1.57
3157;	144099;	144142;	43;	22.07;	755.57;	1.90
3158;	144142;	144185;	43;	22.07;	755.57;	1.90
3159;	144185;	144228;	43;	22.07;	755.57;	1.90
3160;	144228;	144271;	43;	22.07;	755.57;	1.90
3161;	144271;	144348;	77;	22.07;	755.46;	3.13
3162;	144348;	144399;	51;	22.07;	755.68;	0.68
3163;	144399;	144442;	43;	22.07;	755.46;	3.13
3164;	144442;	144485;	43;	22.07;	755.57;	1.90
3165;	144485;	144528;	43;	22.07;	755.57;	1.90
3166;	144528;	144571;	43;	22.07;	755.57;	1.90
3167;	144571;	144614;	43;	22.07;	755.57;	1.90
3168;	144614;	144657;	43;	22.07;	755.68;	0.68
3169;	144657;	144712;	55;	22.07;	755.68;	0.68
3170;	144712;	144755;	43;	22.07;	755.57;	1.90
3171;	144755;	144798;	43;	22.07;	755.57;	1.90
3172;	144798;	144841;	43;	22.05;	755.65;	1.01
3173;	144841;	144892;	51;	22.05;	755.65;	1.01
3174;	144892;	144935;	43;	22.05;	755.53;	2.35
3175;	144935;	144978;	43;	22.05;	755.53;	2.35
3176;	144978;	145021;	43;	22.05;	755.65;	1.01
3177;	145021;	145064;	43;	22.05;	755.65;	1.01
3178;	145064;	145125;	61;	22.05;	755.65;	1.01
3179;	145125;	145168;	43;	22.05;	755.53;	2.35
3180;	145168;	145211;	43;	22.05;	755.65;	1.01
3181;	145211;	145254;	43;	22.03;	755.61;	1.46
3182;	145254;	145297;	43;	22.03;	755.61;	1.46
3183;	145297;	145340;	43;	22.03;	755.61;	1.46
3184;	145340;	145391;	51;	22.03;	755.61;	1.46
3185;	145391;	145434;	43;	22.03;	755.61;	1.46
3186;	145434;	145489;	55;	22.03;	755.73;	0.12
3187;	145489;	145532;	43;	22.03;	755.73;	0.12
3188;	145532;	145575;	43;	22.02;	755.69;	0.56
3189;	145575;	145618;	43;	22.02;	755.69;	0.56
3190;	145618;	145661;	43;	22.02;	755.58;	1.79
3191;	145661;	145704;	43;	22.02;	755.58;	1.79
3192;	145704;	145747;	43;	22.02;	755.58;	1.79
3193;	145747;	145790;	43;	22.02;	755.58;	1.79
3194;	145790;	145851;	61;	22.00;	755.66;	0.90
3195;	145851;	145902;	51;	22.00;	755.66;	0.90
3196;	145902;	145945;	43;	22.00;	755.66;	0.90
3197;	145945;	145988;	43;	22.00;	755.55;	2.13
3198;	145988;	146031;	43;	21.98;	755.63;	1.23
3199;	146031;	146074;	43;	22.00;	755.55;	2.13
3200;	146074;	146117;	43;	21.98;	755.52;	2.46
3201;	146117;	146160;	43;	21.98;	755.63;	1.23
3202;	146160;	146203;	43;	21.98;	755.63;	1.23
3203;	146203;	146258;	55;	21.97;	755.59;	1.68
3204;	146258;	146301;	43;	21.97;	755.59;	1.68
3205;	146301;	146344;	43;	21.98;	755.63;	1.23
3206;	146344;	146396;	52;	21.98;	755.63;	1.23
3207;	146396;	146439;	43;	21.97;	755.59;	1.68
3208;	146439;	146482;	43;	21.97;	755.71;	0.34
3209;	146482;	146525;	43;	21.97;	755.59;	1.68
3210;	146525;	146568;	43;	21.97;	755.59;	1.68
3211;	146568;	146629;	61;	21.97;	755.71;	0.34
3212;	146629;	146672;	43;	21.95;	755.67;	0.79
3213;	146672;	146715;	43;	21.95;	755.56;	2.02
3214;	146715;	146758;	43;	21.97;	755.59;	1.68
3215;	146758;	146801;	43;	21.95;	755.56;	2.02
3216;	146801;	146844;	43;	21.95;	755.67;	0.79
3217;	146844;	146895;	51;	21.95;	755.56;	2.02
3218;	146895;	146938;	43;	21.95;	755.56;	2.02
3219;	146938;	146981;	43;	21.95;	755.67;	0.79
3220;	146981;	147035;	54;	21.93;	755.64;	1.12
3221;	147035;	147078;	43;	21.93;	755.64;	1.12
3222;	147078;	147121;	43;	21.93;	755.64;	1.12
3223;	147121;	147164;	43;	21.93;	755.64;	1.12
3224;	147164;	147207;	43;	21.93;	755.64;	1.12
3225;	147207;	147250;	43;	21.93;	755.64;	1.12
3226;	147250;	147293;	43;	21.93;	755.53;	2.35
3227;	147293;	147362;	69;	21.93;	755.64;	1.12
3228;	147362;	147405;	43;	21.93;	755.53;	2.35
3229;	147405;	147448;	43;	21.93;	755.64;	1.12
3230;	147448;	147491;	43;	21.91;	755.72;	0.23
3231;	147491;	147534;	43;	21.91;	755.61;	1.46
3232;	147534;	147577;	43;	21.91;	755.50;	2.68
3233;	147577;	147620;	43;	21.91;	755.61;	1.46
3234;	147620;	147663;	43;	21.91;	755.61;	1.46
3235;	147663;	147706;	43;	21.90;	755.57;	1.90
3236;	147706;	147749;	43;	21.91;	755.61;	1.46
3237;	147749;	147792;	43;	21.90;	755.69;	0.56
3238;	147792;	147855;	63;	21.90;	755.57;	1.90
3239;	147855;	147898;	43;	21.90;	755.69;	0.56
3240;	147898;	147941;	43;	21.88;	755.54;	2.24
3241;	147941;	147984;	43;	21.90;	755.46;	3.13
3242;	147984;	148027;	43;	21.90;	755.69;	0.56
3243;	148027;	148070;	43;	21.90;	755.69;	0.56
3244;	148070;	148131;	61;	21.88;	755.65;	1.01
3245;	148131;	148174;	43;	21.88;	755.54;	2.24
3246;	148174;	148217;	43;	21.88;	755.65;	1.01
3247;	148217;	148260;	43;	21.88;	755.54;	2.24
3248;	148260;	148303;	43;	21.88;	755.65;	1.01
3249;	148303;	148354;	51;	21.88;	755.54;	2.24
3250;	148354;	148397;	43;	21.88;	755.65;	1.01
3251;	148397;	148440;	43;	21.86;	755.62;	1.35
3252;	148440;	148483;	43;	21.86;	755.62;	1.35
3253;	148483;	148526;	43;	21.86;	755.62;	1.35
3254;	148526;	148569;	43;	21.86;	755.73;	0.12
3255;	148569;	148623;	54;	21.86;	755.62;	1.35
3256;	148623;	148666;	43;	21.86;	755.62;	1.35
3257;	148666;	148709;	43;	21.84;	755.59;	1.68
3258;	148709;	148752;	43;	21.86;	755.51;	2.57
3259;	148752;	148795;	43;	21.86;	755.73;	0.12
3260;	148795;	148863;	68;	21.84;	755.59;	1.68
3261;	148863;	148906;	43;	21.84;	755.70;	0.45
3262;	148906;	148949;	43;	21.84;	755.59;	1.68
3263;	148949;	148992;	43;	21.84;	755.59;	1.68
3264;	148992;	149035;	43;	21.83;	755.67;	0.79
3265;	149035;	149078;	43;	21.83;	755.55;	2.13
3266;	149078;	149121;	43;	21.83;	755.55;	2.13
3267;	149121;	149164;	43;	21.83;	755.67;	0.79
3268;	149164;	149207;	43;	21.83;	755.67;	0.79
3269;	149207;	149250;	43;	21.83;	755.67;	0.79
3270;	149250;	149293;	43;	21.83;	755.67;	0.79
3271;	149293;	149344;	51;	21.81;	755.52;	2.46
3272;	149344;	149399;	55;	21.81;	755.63;	1.23
3273;	149399;	149442;	43;	21.81;	755.52;	2.46
3274;	149442;	149485;	43;	21.83;	755.67;	0.79
3275;	149485;	149528;	43;	21.81;	755.63;	1.23
3276;	149528;	149571;	43;	21.81;	755.63;	1.23
3277;	149571;	149632;	61;	21.81;	755.63;	1.23
3278;	149632;	149675;	43;	21.81;	755.75;	-0.11
3279;	149675;	149718;	43;	21.79;	755.60;	1.57
3280;	149718;	149761;	43;	21.81;	755.63;	1.23
3281;	149761;	149804;	43;	21.79;	755.60;	1.57
3282;	149804;	149855;	51;	21.79;	755.60;	1.57
3283;	149855;	149898;	43;	21.79;	755.49;	2.80
3284;	149898;	149941;	43;	21.79;	755.60;	1.57
3285;	149941;	149984;	43;	21.79;	755.60;	1.57
3286;	149984;	150027;	43;	21.79;	755.60;	1.57
3287;	150027;	150070;	43;	21.79;	755.71;	0.34
3288;	150070;	150113;	43;	21.79;	755.71;	0.34
3289;	150113;	150168;	55;	21.78;	755.68;	0.68
3290;	150168;	150211;	43;	21.79;	755.60;	1.57
3291;	150211;	150254;	43;	21.78;	755.68;	0.68
3292;	150254;	150297;	43;	21.78;	755.68;	0.68
3293;	150297;	150396;	99;	21.78;	755.68;	0.68
3294;	150396;	150439;	43;	21.78;	755.68;	0.68
3295;	150439;	150482;	43;	21.78;	755.57;	1.90
3296;	150482;	150525;	43;	21.78;	755.68;	0.68
3297;	150525;	150568;	43;	21.78;	755.57;	1.90
3298;	150568;	150611;	43;	21.78;	755.68;	0.68
3299;	150611;	150654;	43;	21.78;	755.68;	0.68
3300;	150654;	150697;	43;	21.78;	755.68;	0.68
3301;	150697;	150740;	43;	21.76;	755.54;	2.24
3302;	150740;	150783;	43;	21.78;	755.57;	1.90
3303;	150783;	150826;	43;	21.78;	755.68;	0.68
3304;	150826;	150877;	51;	21.78;	755.57;	1.90
3305;	150877;	150920;	43;	21.76;	755.65;	1.01
3306;	150920;	150975;	55;	21.78;	755.68;	0.68
3307;	150975;	151018;	43;	21.76;	755.65;	1.01
3308;	151018;	151061;	43;	21.76;	755.65;	1.01
3309;	151061;	151104;	43;	21.76;	755.65;	1.01
3310;	151104;	151165;	61;	21.76;	755.65;	1.01
3311;	151165;	151208;	43;	21.76;	755.65;	1.01
3312;	151208;	151251;	43;	21.76;	755.65;	1.01
3313;	151251;	151294;	43;	21.76;	755.76;	-0.22
3314;	151294;	151337;	43;	21.76;	755.65;	1.01
3315;	151337;	151388;	51;	21.74;	755.61;	1.46
3316;	151388;	151431;	43;	21.74;	755.61;	1.46
3317;	151431;	151474;	43;	21.76;	755.65;	1.01
3318;	151474;	151517;	43;	21.74;	755.73;	0.12
3319;	151517;	151560;	43;	21.76;	755.65;	1.01
3320;	151560;	151603;	43;	21.74;	755.61;	1.46
3321;	151603;	151646;	43;	21.74;	755.61;	1.46
3322;	151646;	151689;	43;	21.76;	755.76;	-0.22
3323;	151689;	151732;	43;	21.74;	755.73;	0.12
3324;	151732;	151786;	54;	21.74;	755.73;	0.12
3325;	151786;	151837;	51;	21.74;	755.61;	1.46
3326;	151837;	151898;	61;	21.74;	755.84;	-1.11
3327;	151898;	151941;	43;	21.74;	755.61;	1.46
3328;	151941;	151984;	43;	21.74;	755.73;	0.12
3329;	151984;	152027;	43;	21.74;	755.73;	0.12
3330;	152027;	152070;	43;	21.74;	755.73;	0.12
3331;	152070;	152113;	43;	21.74;	755.61;	1.46
3332;	152113;	152156;	43;	21.74;	755.73;	0.12
3333;	152156;	152199;	43;	21.74;	755.73;	0.12
3334;	152199;	152242;	43;	21.74;	755.73;	0.12
3335;	152242;	152285;	43;	21.74;	755.73;	0.12
3336;	152285;	152336;	51;	21.72;	755.58;	1.79
3337;	152336;	152379;	43;	21.74;	755.61;	1.46
3338;	152379;	152422;	43;	21.74;	755.73;	0.12
3339;	152422;	152465;	43;	21.72;	755.69;	0.56
3340;	152465;	152508;	43;	21.72;	755.69;	0.56
3341;	152508;	152563;	55;	21.72;	755.69;	0.56
3342;	152563;	152606;	43;	21.72;	755.69;	0.56
3343;	152606;	152683;	77;	21.72;	755.69;	0.56
3344;	152683;	152726;	43;	21.72;	755.81;	-0.78
3345;	152726;	152769;	43;	21.72;	755.69;	0.56
3346;	152769;	152812;	43;	21.72;	755.81;	-0.78
3347;	152812;	152875;	63;	21.72;	755.69;	0.56
3348;	152875;	152918;	43;	21.72;	755.81;	-0.78
3349;	152918;	152961;	43;	21.72;	755.69;	0.56
3350;	152961;	153004;	43;	21.72;	755.69;	0.56
3351;	153004;	153047;	43;	21.71;	755.66;	0.90
3352;	153047;	153090;	43;	21.71;	755.66;	0.90
3353;	153090;	153133;	43;	21.71;	755.66;	0.90
3354;	153133;	153176;	43;	21.71;	755.77;	-0.33
3355;	153176;	153219;	43;	21.72;	755.81;	-0.78
3356;	153219;	153262;	43;	21.71;	755.66;	0.90
3357;	153262;	153305;	43;	21.71;	755.77;	-0.33
3358;	153305;	153368;	63;	21.71;	755.77;	-0.33
3359;	153368;	153428;	60;	21.71;	755.77;	-0.33
3360;	153428;	153471;	43;	21.71;	755.66;	0.90
3361;	153471;	153514;	43;	21.71;	755.66;	0.90
3362;	153514;	153557;	43;	21.71;	755.66;	0.90
3363;	153557;	153600;	43;	21.71;	755.77;	-0.33
3364;	153600;	153643;	43;	21.71;	755.77;	-0.33
3365;	153643;	153686;	43;	21.71;	755.66;	0.90
3366;	153686;	153729;	43;	21.71;	755.77;	-0.33
3367;	153729;	153772;	43;	21.69;	755.74;	0.01
3368;	153772;	153815;	43;	21.69;	755.74;	0.01
3369;	153815;	153866;	51;	21.71;	755.77;	-0.33
3370;	153866;	153909;	43;	21.69;	755.74;	0.01
3371;	153909;	153952;	43;	21.69;	755.74;	0.01
3372;	153952;	153995;	43;	21.69;	755.85;	-1.22
3373;	153995;	154038;	43;	21.69;	755.74;	0.01
3374;	154038;	154081;	43;	21.69;	755.74;	0.01
3375;	154081;	154135;	54;	21.69;	755.85;	-1.22
3376;	154135;	154196;	61;	21.69;	755.85;	-1.22
3377;	154196;	154239;	43;	21.69;	755.85;	-1.22
3378;	154239;	154282;	43;	21.67;	755.71;	0.34
3379;	154282;	154325;	43;	21.69;	755.74;	0.01
3380;	154325;	154376;	51;	21.67;	755.82;	-0.89
3381;	154376;	154419;	43;	21.69;	755.85;	-1.22
3382;	154419;	154462;	43;	21.67;	755.71;	0.34
3383;	154462;	154505;	43;	21.67;	755.82;	-0.89
3384;	154505;	154548;	43;	21.67;	755.82;	-0.89
3385;	154548;	154591;	43;	21.69;	755.85;	-1.22
3386;	154591;	154634;	43;	21.67;	755.82;	-0.89
3387;	154634;	154677;	43;	21.67;	755.82;	-0.89
3388;	154677;	154720;	43;	21.67;	755.82;	-0.89
3389;	154720;	154763;	43;	21.67;	755.71;	0.34
3390;	154763;	154814;	51;	21.67;	755.82;	-0.89
3391;	154814;	154857;	43;	21.67;	755.82;	-0.89
3392;	154857;	154928;	71;	21.65;	755.79;	-0.55
3393;	154928;	154971;	43;	21.65;	755.79;	-0.55
3394;	154971;	155014;	43;	21.67;	755.82;	-0.89
3395;	155014;	155057;	43;	21.67;	755.93;	-2.12
3396;	155057;	155100;	43;	21.65;	755.79;	-0.55
3397;	155100;	155143;	43;	21.65;	755.79;	-0.55
3398;	155143;	155186;	43;	21.65;	755.90;	-1.78
3399;	155186;	155229;	43;	21.65;	755.79;	-0.55
3400;	155229;	155272;	43;	21.65;	755.79;	-0.55
3401;	155272;	155323;	51;	21.65;	755.79;	-0.55
3402;	155323;	155366;	43;	21.65;	755.79;	-0.55
3403;	155366;	155409;	43;	21.65;	755.79;	-0.55
3404;	155409;	155452;	43;	21.65;	755.90;	-1.78
3405;	155452;	155495;	43;	21.65;	755.79;	-0.55
3406;	155495;	155538;	43;	21.65;	755.90;	-1.78
3407;	155538;	155581;	43;	21.65;	755.79;	-0.55
3408;	155581;	155624;	43;	21.65;	755.79;	-0.55
3409;	155624;	155696;	72;	21.65;	755.90;	-1.78
3410;	155696;	155739;	43;	21.64;	755.75;	-0.11
3411;	155739;	155782;	43;	21.65;	755.79;	-0.55
3412;	155782;	155833;	51;	21.64;	755.86;	-1.33
3413;	155833;	155876;	43;	21.64;	755.86;	-1.33
3414;	155876;	155919;	43;	21.64;	755.75;	-0.11
3415;	155919;	155962;	43;	21.65;	755.79;	-0.55
3416;	155962;	156005;	43;	21.64;	755.75;	-0.11
3417;	156005;	156048;	43;	21.64;	755.86;	-1.33
3418;	156048;	156091;	43;	21.64;	755.75;	-0.11
3419;	156091;	156134;	43;	21.64;	755.86;	-1.33
3420;	156134;	156177;	43;	21.64;	755.86;	-1.33
3421;	156177;	156220;	43;	21.64;	755.86;	-1.33
3422;	156220;	156271;	51;	21.62;	755.83;	-1.00
3423;	156271;	156314;	43;	21.64;	755.86;	-1.33
3424;	156314;	156357;	43;	21.62;	755.83;	-1.00
3425;	156357;	156418;	61;	21.64;	755.86;	-1.33
3426;	156418;	156473;	55;	21.64;	755.86;	-1.33
3427;	156473;	156516;	43;	21.62;	755.83;	-1.00
3428;	156516;	156559;	43;	21.62;	755.94;	-2.23
3429;	156559;	156602;	43;	21.62;	755.83;	-1.00
3430;	156602;	156645;	43;	21.62;	755.94;	-2.23
3431;	156645;	156688;	43;	21.62;	755.94;	-2.23
3432;	156688;	156731;	43;	21.62;	755.83;	-1.00
3433;	156731;	156782;	51;	21.62;	755.94;	-2.23
3434;	156782;	156825;	43;	21.62;	755.94;	-2.23
3435;	156825;	156868;	43;	21.60;	755.80;	-0.66
3436;	156868;	156911;	43;	21.60;	755.80;	-0.66
3437;	156911;	156954;	43;	21.60;	755.91;	-1.89
3438;	156954;	156997;	43;	21.60;	755.80;	-0.66
3439;	156997;	157040;	43;	21.60;	755.91;	-1.89
3440;	157040;	157083;	43;	21.60;	755.91;	-1.89
3441;	157083;	157126;	43;	21.59;	755.88;	-1.56
3442;	157126;	157186;	60;	21.59;	755.88;	-1.56
3443;	157186;	157229;	43;	21.59;	755.77;	-0.33
3444;	157229;	157323;	94;	21.59;	755.88;	-1.56
3445;	157323;	157366;	43;	21.59;	755.88;	-1.56
3446;	157366;	157409;	43;	21.59;	755.88;	-1.56
3447;	157409;	157452;	43;	21.57;	755.84;	-1.11
3448;	157452;	157495;	43;	21.57;	755.84;	-1.11
3449;	157495;	157538;	43;	21.59;	755.88;	-1.56
3450;	157538;	157581;	43;	21.57;	755.84;	-1.11
3451;	157581;	157624;	43;	21.57;	755.84;	-1.11
3452;	157624;	157667;	43;	21.57;	755.84;	-1.11
3453;	157667;	157710;	43;	21.57;	755.96;	-2.45
3454;	157710;	157761;	51;	21.57;	755.84;	-1.11
3455;	157761;	157804;	43;	21.57;	755.84;	-1.11
3456;	157804;	157847;	43;	21.57;	755.84;	-1.11
3457;	157847;	157890;	43;	21.57;	755.96;	-2.45
3458;	157890;	157951;	61;	21.57;	755.84;	-1.11
3459;	157951;	157994;	43;	21.57;	755.96;	-2.45
3460;	157994;	158037;	43;	21.57;	755.96;	-2.45
3461;	158037;	158091;	54;	21.55;	755.81;	-0.78
3462;	158091;	158134;	43;	21.55;	755.92;	-2.00
3463;	158134;	158177;	43;	21.55;	755.81;	-0.78
3464;	158177;	158220;	43;	21.55;	755.92;	-2.00
3465;	158220;	158271;	51;	21.55;	755.92;	-2.00
3466;	158271;	158314;	43;	21.55;	755.92;	-2.00
3467;	158314;	158357;	43;	21.55;	755.92;	-2.00
3468;	158357;	158400;	43;	21.55;	755.92;	-2.00
3469;	158400;	158443;	43;	21.53;	755.89;	-1.67
3470;	158443;	158486;	43;	21.53;	755.78;	-0.44
3471;	158486;	158529;	43;	21.53;	755.89;	-1.67
3472;	158529;	158572;	43;	21.53;	755.89;	-1.67
3473;	158572;	158615;	43;	21.55;	755.81;	-0.78
3474;	158615;	158658;	43;	21.53;	755.89;	-1.67
3475;	158658;	158744;	86;	21.52;	755.97;	-2.56
3476;	158744;	158795;	51;	21.53;	755.89;	-1.67
3477;	158795;	158850;	55;	21.52;	755.86;	-1.33
3478;	158850;	158893;	43;	21.52;	755.86;	-1.33
3479;	158893;	158936;	43;	21.52;	755.75;	-0.11
3480;	158936;	158979;	43;	21.52;	755.86;	-1.33
3481;	158979;	159022;	43;	21.52;	755.75;	-0.11
3482;	159022;	159065;	43;	21.52;	755.86;	-1.33
3483;	159065;	159108;	43;	21.52;	755.97;	-2.56
3484;	159108;	159151;	43;	21.52;	755.86;	-1.33
3485;	159151;	159194;	43;	21.50;	755.82;	-0.89
3486;	159194;	159245;	51;	21.50;	755.94;	-2.23
3487;	159245;	159288;	43;	21.50;	755.82;	-0.89
3488;	159288;	159331;	43;	21.50;	755.94;	-2.23
3489;	159331;	159374;	43;	21.50;	755.82;	-0.89
3490;	159374;	159417;	43;	21.50;	755.94;	-2.23
3491;	159417;	159478;	61;	21.50;	755.82;	-0.89
3492;	159478;	159521;	43;	21.50;	755.94;	-2.23
3493;	159521;	159564;	43;	21.50;	755.82;	-0.89
3494;	159564;	159607;	43;	21.48;	755.79;	-0.55
3495;	159607;	159662;	55;	21.48;	756.02;	-3.12
3496;	159662;	159705;	43;	21.48;	756.02;	-3.12
3497;	159705;	159756;	51;	21.48;	755.79;	-0.55
3498;	159756;	159799;	43;	21.48;	755.90;	-1.78
3499;	159799;	159842;	43;	21.48;	755.90;	-1.78
3500;	159842;	159885;	43;	21.48;	755.90;	-1.78
3501;	159885;	159928;	43;	21.48;	755.90;	-1.78
3502;	159928;	159971;	43;	21.48;	755.90;	-1.78
3503;	159971;	160014;	43;	21.48;	755.90;	-1.78
3504;	160014;	160057;	43;	21.46;	755.87;	-1.45
3505;	160057;	160100;	43;	21.46;	755.98;	-2.67
3506;	160100;	160143;	43;	21.46;	755.87;	-1.45
3507;	160143;	160186;	43;	21.46;	755.98;	-2.67
3508;	160186;	160254;	68;	21.46;	755.87;	-1.45
3509;	160254;	160297;	43;	21.46;	755.98;	-2.67
3510;	160297;	160340;	43;	21.46;	755.98;	-2.67
3511;	160340;	160383;	43;	21.46;	755.87;	-1.45
3512;	160383;	160453;	70;	21.46;	755.98;	-2.67
3513;	160453;	160496;	43;	21.46;	755.98;	-2.67
3514;	160496;	160539;	43;	21.46;	755.87;	-1.45
3515;	160539;	160582;	43;	21.45;	755.95;	-2.34
3516;	160582;	160625;	43;	21.45;	755.95;	-2.34
3517;	160625;	160668;	43;	21.45;	755.95;	-2.34
3518;	160668;	160719;	51;	21.45;	755.84;	-1.11
3519;	160719;	160762;	43;	21.45;	755.84;	-1.11
3520;	160762;	160805;	43;	21.45;	755.95;	-2.34
3521;	160805;	160848;	43;	21.45;	755.95;	-2.34
3522;	160848;	160891;	43;	21.45;	755.95;	-2.34
3523;	160891;	160934;	43;	21.45;	755.84;	-1.11
3524;	160934;	160995;	61;	21.45;	755.84;	-1.11
3525;	160995;	161038;	43;	21.45;	755.95;	-2.34
3526;	161038;	161081;	43;	21.45;	755.84;	-1.11
3527;	161081;	161124;	43;	21.45;	755.95;	-2.34
3528;	161124;	161167;	43;	21.45;	755.95;	-2.34
3529;	161167;	161229;	62;	21.45;	755.95;	-2.34
3530;	161229;	161272;	43;	21.45;	755.95;	-2.34
3531;	161272;	161315;	43;	21.45;	755.95;	-2.34
3532;	161315;	161358;	43;	21.45;	755.95;	-2.34
3533;	161358;	161401;	43;	21.43;	755.92;	-2.00
3534;	161401;	161444;	43;	21.45;	756.06;	-3.57
3535;	161444;	161487;	43;	21.45;	755.95;	-2.34
3536;	161487;	161530;	43;	21.45;	755.95;	-2.34
3537;	161530;	161573;	43;	21.45;	755.95;	-2.34
3538;	161573;	161616;	43;	21.45;	755.84;	-1.11
3539;	161616;	161659;	43;	21.43;	755.92;	-2.00
3540;	161659;	161710;	51;	21.43;	755.92;	-2.00
3541;	161710;	161771;	61;	21.43;	756.03;	-3.23
3542;	161771;	161814;	43;	21.43;	756.03;	-3.23
3543;	161814;	161857;	43;	21.45;	756.06;	-3.57
3544;	161857;	161900;	43;	21.43;	755.92;	-2.00
3545;	161900;	161943;	43;	21.43;	755.92;	-2.00
